vehicle_type,Maker,year,quarter,year_quarter,registrations,registrations_last_quarter,QoQ_growth_%
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,1,2023-Q1,8,,
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,2,2023-Q2,11,8,37.5
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,3,2023-Q3,2,11,81.82
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,4,2023-Q4,5,2,150
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024,1,2024-Q1,1,5,80
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024,2,2024-Q2,2,1,100
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024,3,2024-Q3,1,2,50
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024,4,2024-Q4,1,1,0
3W,VAHAK FUTURE SOLUTIONS LLP,2023,1,2023-Q1,4,,
3W,VAHAK FUTURE SOLUTIONS LLP,2023,2,2023-Q2,1,4,75
3W,VAHAK FUTURE SOLUTIONS LLP,2023,3,2023-Q3,1,1,0
3W,VAHAK FUTURE SOLUTIONS LLP,2023,4,2023-Q4,17,1,1600
3W,VAHAK FUTURE SOLUTIONS LLP,2024,1,2024-Q1,35,17,105.88
3W,VAHAK FUTURE SOLUTIONS LLP,2024,2,2024-Q2,53,35,51.43
3W,VAHAK FUTURE SOLUTIONS LLP,2024,3,2024-Q3,5,53,90.57
3W,VAHAK FUTURE SOLUTIONS LLP,2024,4,2024-Q4,8,5,60
3W,VAHAK FUTURE SOLUTIONS LLP,2025,1,2025-Q1,12,8,50
3W,VAHAK FUTURE SOLUTIONS LLP,2025,2,2025-Q2,10,12,16.67
3W,VAHAK FUTURE SOLUTIONS LLP,2025,3,2025-Q3,50,10,400
3W,VAHAK FUTURE SOLUTIONS LLP,2025,4,2025-Q4,0,50,100
3W,VAISHNAVI INDUSTRIES,2025,1,2025-Q1,0,,
3W,VAISHNAVI INDUSTRIES,2025,2,2025-Q2,6,0,
3W,VAISHNAVI INDUSTRIES,2025,3,2025-Q3,34,6,466.67
3W,VAISHNAVI INDUSTRIES,2025,4,2025-Q4,0,34,100
3W,VALAMPURI & COMPANY,2025,1,2025-Q1,0,,
3W,VALAMPURI & COMPANY,2025,2,2025-Q2,1,0,
3W,VALAMPURI & COMPANY,2025,3,2025-Q3,1,1,0
3W,VALAMPURI & COMPANY,2025,4,2025-Q4,0,1,100
3W,VALDO TRACTORS PVT LTD,2024,1,2024-Q1,4,,
3W,VALDO TRACTORS PVT LTD,2024,2,2024-Q2,1,4,75
3W,VALDO TRACTORS PVT LTD,2024,3,2024-Q3,0,1,100
3W,VALDO TRACTORS PVT LTD,2024,4,2024-Q4,0,0,
3W,VANDANA TRAILERS AND BODY MFG PVT LTD,2024,1,2024-Q1,0,,
3W,VANDANA TRAILERS AND BODY MFG PVT LTD,2024,2,2024-Q2,0,0,
3W,VANDANA TRAILERS AND BODY MFG PVT LTD,2024,3,2024-Q3,0,0,
3W,VANDANA TRAILERS AND BODY MFG PVT LTD,2024,4,2024-Q4,1,0,
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,1,2023-Q1,1710,,
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,2,2023-Q2,1791,1710,4.74
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,3,2023-Q3,2311,1791,29.03
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,4,2023-Q4,2020,2311,12.59
3W,VANI ELECTRIC VEHICLES PVT LTD,2024,1,2024-Q1,1877,2020,7.08
3W,VANI ELECTRIC VEHICLES PVT LTD,2024,2,2024-Q2,1838,1877,2.08
3W,VANI ELECTRIC VEHICLES PVT LTD,2024,3,2024-Q3,2317,1838,26.06
3W,VANI ELECTRIC VEHICLES PVT LTD,2024,4,2024-Q4,1789,2317,22.79
3W,VANI ELECTRIC VEHICLES PVT LTD,2025,1,2025-Q1,1300,1789,27.33
3W,VANI ELECTRIC VEHICLES PVT LTD,2025,2,2025-Q2,1376,1300,5.85
3W,VANI ELECTRIC VEHICLES PVT LTD,2025,3,2025-Q3,622,1376,54.8
3W,VANI ELECTRIC VEHICLES PVT LTD,2025,4,2025-Q4,0,622,100
3W,VASHAN AGRICULTURE WORKS,2024,1,2024-Q1,2,,
3W,VASHAN AGRICULTURE WORKS,2024,2,2024-Q2,1,2,50
3W,VASHAN AGRICULTURE WORKS,2024,3,2024-Q3,4,1,300
3W,VASHAN AGRICULTURE WORKS,2024,4,2024-Q4,1,4,75
3W,VE COMMERCIAL VEHICLES LTD,2024,1,2024-Q1,0,,
3W,VE COMMERCIAL VEHICLES LTD,2024,2,2024-Q2,0,0,
3W,VE COMMERCIAL VEHICLES LTD,2024,3,2024-Q3,0,0,
3W,VE COMMERCIAL VEHICLES LTD,2024,4,2024-Q4,0,0,
3W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2024,1,2024-Q1,125,,
3W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2024,2,2024-Q2,106,125,15.2
3W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2024,3,2024-Q3,149,106,40.57
3W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2024,4,2024-Q4,197,149,32.21
3W,VEANCO AUTOMOTIVES PVT LTD,2023,1,2023-Q1,3,,
3W,VEANCO AUTOMOTIVES PVT LTD,2023,2,2023-Q2,0,3,100
3W,VEANCO AUTOMOTIVES PVT LTD,2023,3,2023-Q3,8,0,
3W,VEANCO AUTOMOTIVES PVT LTD,2023,4,2023-Q4,0,8,100
3W,VEANCO AUTOMOTIVES PVT LTD,2024,1,2024-Q1,3,0,
3W,VEANCO AUTOMOTIVES PVT LTD,2024,2,2024-Q2,0,3,100
3W,VEANCO AUTOMOTIVES PVT LTD,2024,3,2024-Q3,0,0,
3W,VEANCO AUTOMOTIVES PVT LTD,2024,4,2024-Q4,0,0,
3W,VECTRA ADVANCED ENGINEERING (P) LTD,2024,1,2024-Q1,0,,
3W,VECTRA ADVANCED ENGINEERING (P) LTD,2024,2,2024-Q2,0,0,
3W,VECTRA ADVANCED ENGINEERING (P) LTD,2024,3,2024-Q3,0,0,
3W,VECTRA ADVANCED ENGINEERING (P) LTD,2024,4,2024-Q4,2,0,
3W,VEECTERO E VEHICLES LLP,2023,1,2023-Q1,38,,
3W,VEECTERO E VEHICLES LLP,2023,2,2023-Q2,51,38,34.21
3W,VEECTERO E VEHICLES LLP,2023,3,2023-Q3,39,51,23.53
3W,VEECTERO E VEHICLES LLP,2023,4,2023-Q4,43,39,10.26
3W,VEECTERO E VEHICLES LLP,2024,1,2024-Q1,36,43,16.28
3W,VEECTERO E VEHICLES LLP,2024,2,2024-Q2,21,36,41.67
3W,VEECTERO E VEHICLES LLP,2024,3,2024-Q3,11,21,47.62
3W,VEECTERO E VEHICLES LLP,2024,4,2024-Q4,23,11,109.09
3W,VEECTERO E VEHICLES LLP,2025,1,2025-Q1,11,23,52.17
3W,VEECTERO E VEHICLES LLP,2025,2,2025-Q2,17,11,54.55
3W,VEECTERO E VEHICLES LLP,2025,3,2025-Q3,34,17,100
3W,VEECTERO E VEHICLES LLP,2025,4,2025-Q4,0,34,100
3W,VEERA VAHANA UDYOG PRIVATE LIMITED,2024,1,2024-Q1,8,,
3W,VEERA VAHANA UDYOG PRIVATE LIMITED,2024,2,2024-Q2,2,8,75
3W,VEERA VAHANA UDYOG PRIVATE LIMITED,2024,3,2024-Q3,2,2,0
3W,VEERA VAHANA UDYOG PRIVATE LIMITED,2024,4,2024-Q4,4,2,100
3W,VEERA VIDYUTH VAHANA PVT LTD,2024,1,2024-Q1,0,,
3W,VEERA VIDYUTH VAHANA PVT LTD,2024,2,2024-Q2,0,0,
3W,VEERA VIDYUTH VAHANA PVT LTD,2024,3,2024-Q3,0,0,
3W,VEERA VIDYUTH VAHANA PVT LTD,2024,4,2024-Q4,13,0,
3W,VEERBHADRA ENGINEERING WORKS,2024,1,2024-Q1,3,,
3W,VEERBHADRA ENGINEERING WORKS,2024,2,2024-Q2,10,3,233.33
3W,VEERBHADRA ENGINEERING WORKS,2024,3,2024-Q3,9,10,10
3W,VEERBHADRA ENGINEERING WORKS,2024,4,2024-Q4,9,9,0
3W,VEHICLE FACTORY JABALPUR,2024,1,2024-Q1,10,,
3W,VEHICLE FACTORY JABALPUR,2024,2,2024-Q2,1,10,90
3W,VEHICLE FACTORY JABALPUR,2024,3,2024-Q3,28,1,2700
3W,VEHICLE FACTORY JABALPUR,2024,4,2024-Q4,0,28,100
3W,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),2024,1,2024-Q1,0,,
3W,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),2024,2,2024-Q2,0,0,
3W,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),2024,3,2024-Q3,0,0,
3W,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),2024,4,2024-Q4,3,0,
3W,VENKATESHWAR AGRO INDUSTRIES,2024,1,2024-Q1,1,,
3W,VENKATESHWAR AGRO INDUSTRIES,2024,2,2024-Q2,0,1,100
3W,VENKATESHWAR AGRO INDUSTRIES,2024,3,2024-Q3,1,0,
3W,VENKATESHWAR AGRO INDUSTRIES,2024,4,2024-Q4,1,1,0
3W,VENKATESHWARA ENGINEERING WORK,2024,1,2024-Q1,25,,
3W,VENKATESHWARA ENGINEERING WORK,2024,2,2024-Q2,10,25,60
3W,VENKATESHWARA ENGINEERING WORK,2024,3,2024-Q3,9,10,10
3W,VENKATESHWARA ENGINEERING WORK,2024,4,2024-Q4,23,9,155.56
3W,VENUS AUTO WHEELS PVT LTD,2023,1,2023-Q1,153,,
3W,VENUS AUTO WHEELS PVT LTD,2023,2,2023-Q2,154,153,0.65
3W,VENUS AUTO WHEELS PVT LTD,2023,3,2023-Q3,166,154,7.79
3W,VENUS AUTO WHEELS PVT LTD,2023,4,2023-Q4,101,166,39.16
3W,VENUS AUTO WHEELS PVT LTD,2024,1,2024-Q1,81,101,19.8
3W,VENUS AUTO WHEELS PVT LTD,2024,2,2024-Q2,78,81,3.7
3W,VENUS AUTO WHEELS PVT LTD,2024,3,2024-Q3,129,78,65.38
3W,VENUS AUTO WHEELS PVT LTD,2024,4,2024-Q4,152,129,17.83
3W,VENUS AUTO WHEELS PVT LTD,2025,1,2025-Q1,140,152,7.89
3W,VENUS AUTO WHEELS PVT LTD,2025,2,2025-Q2,125,140,10.71
3W,VENUS AUTO WHEELS PVT LTD,2025,3,2025-Q3,395,125,216
3W,VENUS AUTO WHEELS PVT LTD,2025,4,2025-Q4,0,395,100
3W,VENUS EQUIPMENT,2024,1,2024-Q1,38,,
3W,VENUS EQUIPMENT,2024,2,2024-Q2,40,38,5.26
3W,VENUS EQUIPMENT,2024,3,2024-Q3,31,40,22.5
3W,VENUS EQUIPMENT,2024,4,2024-Q4,35,31,12.9
3W,VERT EQUIPMENT PVT LTD,2024,1,2024-Q1,1,,
3W,VERT EQUIPMENT PVT LTD,2024,2,2024-Q2,5,1,400
3W,VERT EQUIPMENT PVT LTD,2024,3,2024-Q3,12,5,140
3W,VERT EQUIPMENT PVT LTD,2024,4,2024-Q4,8,12,33.33
3W,VICTORIA E VEHICLES PVT. LTD,2023,1,2023-Q1,2,,
3W,VICTORIA E VEHICLES PVT. LTD,2023,2,2023-Q2,2,2,0
3W,VICTORIA E VEHICLES PVT. LTD,2023,3,2023-Q3,15,2,650
3W,VICTORIA E VEHICLES PVT. LTD,2023,4,2023-Q4,6,15,60
3W,VICTORIA E VEHICLES PVT. LTD,2024,1,2024-Q1,2,6,66.67
3W,VICTORIA E VEHICLES PVT. LTD,2024,2,2024-Q2,0,2,100
3W,VICTORIA E VEHICLES PVT. LTD,2024,3,2024-Q3,0,0,
3W,VICTORIA E VEHICLES PVT. LTD,2024,4,2024-Q4,0,0,
3W,VICTORY ELECTRIC INTERNATIONAL,2023,1,2023-Q1,834,,
3W,VICTORY ELECTRIC INTERNATIONAL,2023,2,2023-Q2,775,834,7.07
3W,VICTORY ELECTRIC INTERNATIONAL,2023,3,2023-Q3,899,775,16
3W,VICTORY ELECTRIC INTERNATIONAL,2023,4,2023-Q4,812,899,9.68
3W,VICTORY ELECTRIC INTERNATIONAL,2024,1,2024-Q1,627,812,22.78
3W,VICTORY ELECTRIC INTERNATIONAL,2024,2,2024-Q2,546,627,12.92
3W,VICTORY ELECTRIC INTERNATIONAL,2024,3,2024-Q3,599,546,9.71
3W,VICTORY ELECTRIC INTERNATIONAL,2024,4,2024-Q4,571,599,4.67
3W,VICTORY ELECTRIC INTERNATIONAL,2025,1,2025-Q1,483,571,15.41
3W,VICTORY ELECTRIC INTERNATIONAL,2025,2,2025-Q2,454,483,6
3W,VICTORY ELECTRIC INTERNATIONAL,2025,3,2025-Q3,198,454,56.39
3W,VICTORY ELECTRIC INTERNATIONAL,2025,4,2025-Q4,0,198,100
3W,VIDARBHA TRAILERS,2024,1,2024-Q1,16,,
3W,VIDARBHA TRAILERS,2024,2,2024-Q2,12,16,25
3W,VIDARBHA TRAILERS,2024,3,2024-Q3,6,12,50
3W,VIDARBHA TRAILERS,2024,4,2024-Q4,4,6,33.33
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,1,2023-Q1,49,,
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,2,2023-Q2,54,49,10.2
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,3,2023-Q3,74,54,37.04
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,4,2023-Q4,79,74,6.76
3W,VIJAYA ELECTRIC AUTO PVT LTD,2024,1,2024-Q1,70,79,11.39
3W,VIJAYA ELECTRIC AUTO PVT LTD,2024,2,2024-Q2,54,70,22.86
3W,VIJAYA ELECTRIC AUTO PVT LTD,2024,3,2024-Q3,44,54,18.52
3W,VIJAYA ELECTRIC AUTO PVT LTD,2024,4,2024-Q4,56,44,27.27
3W,VIJAYA ELECTRIC AUTO PVT LTD,2025,1,2025-Q1,27,56,51.79
3W,VIJAYA ELECTRIC AUTO PVT LTD,2025,2,2025-Q2,15,27,44.44
3W,VIJAYA ELECTRIC AUTO PVT LTD,2025,3,2025-Q3,88,15,486.67
3W,VIJAYA ELECTRIC AUTO PVT LTD,2025,4,2025-Q4,0,88,100
3W,VIJAYALAKSHIMI ENGG WORKS,2024,1,2024-Q1,1,,
3W,VIJAYALAKSHIMI ENGG WORKS,2024,2,2024-Q2,1,1,0
3W,VIJAYALAKSHIMI ENGG WORKS,2024,3,2024-Q3,0,1,100
3W,VIJAYALAKSHIMI ENGG WORKS,2024,4,2024-Q4,0,0,
3W,VIJAYALAKSHMI INDUSTRIES,2024,1,2024-Q1,0,,
3W,VIJAYALAKSHMI INDUSTRIES,2024,2,2024-Q2,1,0,
3W,VIJAYALAKSHMI INDUSTRIES,2024,3,2024-Q3,0,1,100
3W,VIJAYALAKSHMI INDUSTRIES,2024,4,2024-Q4,0,0,
3W,VIJAYLAXMI AUTO GARAGE MALKANGIRI KUMUTIGUDA,2024,1,2024-Q1,0,,
3W,VIJAYLAXMI AUTO GARAGE MALKANGIRI KUMUTIGUDA,2024,2,2024-Q2,0,0,
3W,VIJAYLAXMI AUTO GARAGE MALKANGIRI KUMUTIGUDA,2024,3,2024-Q3,0,0,
3W,VIJAYLAXMI AUTO GARAGE MALKANGIRI KUMUTIGUDA,2024,4,2024-Q4,1,0,
3W,VIJAYLAXMI ENGINEERING,2024,1,2024-Q1,5,,
3W,VIJAYLAXMI ENGINEERING,2024,2,2024-Q2,0,5,100
3W,VIJAYLAXMI ENGINEERING,2024,3,2024-Q3,0,0,
3W,VIJAYLAXMI ENGINEERING,2024,4,2024-Q4,0,0,
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2023,1,2023-Q1,998,,
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2023,2,2023-Q2,1219,998,22.14
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2023,3,2023-Q3,1293,1219,6.07
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2023,4,2023-Q4,1297,1293,0.31
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2024,1,2024-Q1,1385,1297,6.78
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2024,2,2024-Q2,1178,1385,14.95
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2024,3,2024-Q3,1409,1178,19.61
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2024,4,2024-Q4,1247,1409,11.5
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2025,1,2025-Q1,1294,1247,3.77
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2025,2,2025-Q2,1482,1294,14.53
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2025,3,2025-Q3,479,1482,67.68
3W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,2025,4,2025-Q4,0,479,100
3W,VIJAYSHREE AUTOCOM LIMITED,2023,1,2023-Q1,57,,
3W,VIJAYSHREE AUTOCOM LIMITED,2023,2,2023-Q2,37,57,35.09
3W,VIJAYSHREE AUTOCOM LIMITED,2023,3,2023-Q3,50,37,35.14
3W,VIJAYSHREE AUTOCOM LIMITED,2023,4,2023-Q4,37,50,26
3W,VIJAYSHREE AUTOCOM LIMITED,2024,1,2024-Q1,57,37,54.05
3W,VIJAYSHREE AUTOCOM LIMITED,2024,2,2024-Q2,55,57,3.51
3W,VIJAYSHREE AUTOCOM LIMITED,2024,3,2024-Q3,59,55,7.27
3W,VIJAYSHREE AUTOCOM LIMITED,2024,4,2024-Q4,20,59,66.1
3W,VIJAYSHREE AUTOCOM LIMITED,2025,1,2025-Q1,14,20,30
3W,VIJAYSHREE AUTOCOM LIMITED,2025,2,2025-Q2,15,14,7.14
3W,VIJAYSHREE AUTOCOM LIMITED,2025,3,2025-Q3,31,15,106.67
3W,VIJAYSHREE AUTOCOM LIMITED,2025,4,2025-Q4,0,31,100
3W,VIJEX STEEL FABRICATION,2023,1,2023-Q1,0,,
3W,VIJEX STEEL FABRICATION,2023,2,2023-Q2,4,0,
3W,VIJEX STEEL FABRICATION,2023,3,2023-Q3,0,4,100
3W,VIJEX STEEL FABRICATION,2023,4,2023-Q4,7,0,
3W,VIJEX STEEL FABRICATION,2024,1,2024-Q1,3,7,57.14
3W,VIJEX STEEL FABRICATION,2024,2,2024-Q2,16,3,433.33
3W,VIJEX STEEL FABRICATION,2024,3,2024-Q3,13,16,18.75
3W,VIJEX STEEL FABRICATION,2024,4,2024-Q4,41,13,215.38
3W,VIJEX STEEL FABRICATION,2025,1,2025-Q1,69,41,68.29
3W,VIJEX STEEL FABRICATION,2025,2,2025-Q2,59,69,14.49
3W,VIJEX STEEL FABRICATION,2025,3,2025-Q3,176,59,198.31
3W,VIJEX STEEL FABRICATION,2025,4,2025-Q4,0,176,100
3W,VIKAS AGRO INDUSTRIES,2024,1,2024-Q1,1,,
3W,VIKAS AGRO INDUSTRIES,2024,2,2024-Q2,0,1,100
3W,VIKAS AGRO INDUSTRIES,2024,3,2024-Q3,0,0,
3W,VIKAS AGRO INDUSTRIES,2024,4,2024-Q4,0,0,
3W,VIKAS TRAILORS BODY BUILDING WORKS AP213154392,2024,1,2024-Q1,2,,
3W,VIKAS TRAILORS BODY BUILDING WORKS AP213154392,2024,2,2024-Q2,0,2,100
3W,VIKAS TRAILORS BODY BUILDING WORKS AP213154392,2024,3,2024-Q3,0,0,
3W,VIKAS TRAILORS BODY BUILDING WORKS AP213154392,2024,4,2024-Q4,0,0,
3W,VIKASH ENGINEERING WORKS,2024,1,2024-Q1,0,,
3W,VIKASH ENGINEERING WORKS,2024,2,2024-Q2,4,0,
3W,VIKASH ENGINEERING WORKS,2024,3,2024-Q3,0,4,100
3W,VIKASH ENGINEERING WORKS,2024,4,2024-Q4,0,0,
3W,VIKASH TRAILERS,2024,1,2024-Q1,0,,
3W,VIKASH TRAILERS,2024,2,2024-Q2,0,0,
3W,VIKASH TRAILERS,2024,3,2024-Q3,1,0,
3W,VIKASH TRAILERS,2024,4,2024-Q4,0,1,100
3W,VIKRANT ENGINEERING,2024,1,2024-Q1,17,,
3W,VIKRANT ENGINEERING,2024,2,2024-Q2,24,17,41.18
3W,VIKRANT ENGINEERING,2024,3,2024-Q3,20,24,16.67
3W,VIKRANT ENGINEERING,2024,4,2024-Q4,6,20,70
3W,VIKRANT ENGINEERS TRAILOR CUTTACK KHAPURIA,2024,1,2024-Q1,0,,
3W,VIKRANT ENGINEERS TRAILOR CUTTACK KHAPURIA,2024,2,2024-Q2,0,0,
3W,VIKRANT ENGINEERS TRAILOR CUTTACK KHAPURIA,2024,3,2024-Q3,3,0,
3W,VIKRANT ENGINEERS TRAILOR CUTTACK KHAPURIA,2024,4,2024-Q4,2,3,33.33
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,1,2023-Q1,145,,
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,2,2023-Q2,243,145,67.59
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,3,2023-Q3,260,243,7
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,4,2023-Q4,183,260,29.62
3W,VIMAL UNIVERSAL TRADE PVT LTD,2024,1,2024-Q1,264,183,44.26
3W,VIMAL UNIVERSAL TRADE PVT LTD,2024,2,2024-Q2,322,264,21.97
3W,VIMAL UNIVERSAL TRADE PVT LTD,2024,3,2024-Q3,272,322,15.53
3W,VIMAL UNIVERSAL TRADE PVT LTD,2024,4,2024-Q4,351,272,29.04
3W,VIMAL UNIVERSAL TRADE PVT LTD,2025,1,2025-Q1,446,351,27.07
3W,VIMAL UNIVERSAL TRADE PVT LTD,2025,2,2025-Q2,488,446,9.42
3W,VIMAL UNIVERSAL TRADE PVT LTD,2025,3,2025-Q3,171,488,64.96
3W,VIMAL UNIVERSAL TRADE PVT LTD,2025,4,2025-Q4,0,171,100
3W,VINA ENGINEERING WORKS,2024,1,2024-Q1,4,,
3W,VINA ENGINEERING WORKS,2024,2,2024-Q2,4,4,0
3W,VINA ENGINEERING WORKS,2024,3,2024-Q3,2,4,50
3W,VINA ENGINEERING WORKS,2024,4,2024-Q4,3,2,50
3W,VINCI INDUSTRIAL CORPORATION,2023,1,2023-Q1,0,,
3W,VINCI INDUSTRIAL CORPORATION,2023,2,2023-Q2,4,0,
3W,VINCI INDUSTRIAL CORPORATION,2023,3,2023-Q3,18,4,350
3W,VINCI INDUSTRIAL CORPORATION,2023,4,2023-Q4,17,18,5.56
3W,VINCI INDUSTRIAL CORPORATION,2024,1,2024-Q1,8,17,52.94
3W,VINCI INDUSTRIAL CORPORATION,2024,2,2024-Q2,12,8,50
3W,VINCI INDUSTRIAL CORPORATION,2024,3,2024-Q3,32,12,166.67
3W,VINCI INDUSTRIAL CORPORATION,2024,4,2024-Q4,22,32,31.25
3W,VINCI INDUSTRIAL CORPORATION,2025,1,2025-Q1,8,22,63.64
3W,VINCI INDUSTRIAL CORPORATION,2025,2,2025-Q2,9,8,12.5
3W,VINCI INDUSTRIAL CORPORATION,2025,3,2025-Q3,29,9,222.22
3W,VINCI INDUSTRIAL CORPORATION,2025,4,2025-Q4,0,29,100
3W,VINTAGE VEHICLES,2024,1,2024-Q1,14,,
3W,VINTAGE VEHICLES,2024,2,2024-Q2,7,14,50
3W,VINTAGE VEHICLES,2024,3,2024-Q3,2,7,71.43
3W,VINTAGE VEHICLES,2024,4,2024-Q4,25,2,1150
3W,VIRAT MOTOCORP,2025,1,2025-Q1,0,,
3W,VIRAT MOTOCORP,2025,2,2025-Q2,9,0,
3W,VIRAT MOTOCORP,2025,3,2025-Q3,11,9,22.22
3W,VIRAT MOTOCORP,2025,4,2025-Q4,0,11,100
3W,VISHAL AGRICULTURAL WORKS,2024,1,2024-Q1,9,,
3W,VISHAL AGRICULTURAL WORKS,2024,2,2024-Q2,5,9,44.44
3W,VISHAL AGRICULTURAL WORKS,2024,3,2024-Q3,2,5,60
3W,VISHAL AGRICULTURAL WORKS,2024,4,2024-Q4,9,2,350
3W,VISHAL ENTERPRISES,2023,1,2023-Q1,6,,
3W,VISHAL ENTERPRISES,2023,2,2023-Q2,17,6,183.33
3W,VISHAL ENTERPRISES,2023,3,2023-Q3,11,17,35.29
3W,VISHAL ENTERPRISES,2023,4,2023-Q4,2,11,81.82
3W,VISHAL ENTERPRISES,2024,1,2024-Q1,8,2,300
3W,VISHAL ENTERPRISES,2024,2,2024-Q2,11,8,37.5
3W,VISHAL ENTERPRISES,2024,3,2024-Q3,8,11,27.27
3W,VISHAL ENTERPRISES,2024,4,2024-Q4,51,8,537.5
3W,VISHAL ENTERPRISES,2025,1,2025-Q1,200,51,292.16
3W,VISHAL ENTERPRISES,2025,2,2025-Q2,107,200,46.5
3W,VISHAL ENTERPRISES,2025,3,2025-Q3,363,107,239.25
3W,VISHAL ENTERPRISES,2025,4,2025-Q4,0,363,100
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,1,2023-Q1,3,,
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,2,2023-Q2,24,3,700
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,3,2023-Q3,55,24,129.17
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,4,2023-Q4,10,55,81.82
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2024,1,2024-Q1,10,10,0
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2024,2,2024-Q2,9,10,10
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2024,3,2024-Q3,3,9,66.67
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2024,4,2024-Q4,0,3,100
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2025,1,2025-Q1,0,0,
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2025,2,2025-Q2,0,0,
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2025,3,2025-Q3,2,0,
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2025,4,2025-Q4,0,2,100
3W,VISHAVKARMA ENGINEERING WORKS,2024,1,2024-Q1,199,,
3W,VISHAVKARMA ENGINEERING WORKS,2024,2,2024-Q2,29,199,85.43
3W,VISHAVKARMA ENGINEERING WORKS,2024,3,2024-Q3,109,29,275.86
3W,VISHAVKARMA ENGINEERING WORKS,2024,4,2024-Q4,43,109,60.55
3W,VISHWAKARMA AGRICULTURE UDHYOG,2024,1,2024-Q1,45,,
3W,VISHWAKARMA AGRICULTURE UDHYOG,2024,2,2024-Q2,15,45,66.67
3W,VISHWAKARMA AGRICULTURE UDHYOG,2024,3,2024-Q3,10,15,33.33
3W,VISHWAKARMA AGRICULTURE UDHYOG,2024,4,2024-Q4,4,10,60
3W,VISHWAKARMA GNG INDUSTRY,2023,1,2023-Q1,9,,
3W,VISHWAKARMA GNG INDUSTRY,2023,2,2023-Q2,15,9,66.67
3W,VISHWAKARMA GNG INDUSTRY,2023,3,2023-Q3,59,15,293.33
3W,VISHWAKARMA GNG INDUSTRY,2023,4,2023-Q4,40,59,32.2
3W,VISHWAKARMA GNG INDUSTRY,2024,1,2024-Q1,47,40,17.5
3W,VISHWAKARMA GNG INDUSTRY,2024,2,2024-Q2,82,47,74.47
3W,VISHWAKARMA GNG INDUSTRY,2024,3,2024-Q3,62,82,24.39
