sl.no,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,     TOTAL     ,vehicle_type,year
3081,INTERGLOBE ENERGY PVT LTD,425,454,464,530,403,410,411,132,"3,229",,,,,3W,2025
3082,INVVIGORS INDIA,0,4,1,1,1,0,10,18,35,,,,,3W,2025
3083,ISUKII GREENS PVT LTD,0,2,0,1,2,4,3,0,12,,,,,3W,2025
3084,JADE KOREA SPINE LIFE,2,4,1,0,4,3,3,1,18,,,,,3W,2025
3085,JAIDKA POWER SYSTEMS PVT LTD,2,27,1,4,2,2,9,4,51,,,,,3W,2025
3086,JAIN POWER CORP,69,70,118,60,34,22,21,8,402,,,,,3W,2025
3087,JAISIK BUSINESS LINKS PVT LTD,29,36,48,22,30,38,37,10,250,,,,,3W,2025
3088,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,13,10,8,27,23,7,12,3,103,,,,,3W,2025
3089,JAJODIA COMMODITIES PVT LTD,224,200,185,187,337,190,306,73,"1,702",,,,,3W,2025
3090,JAL ENTERPRISES,9,23,12,65,47,31,53,8,248,,,,,3W,2025
3091,JAYATI TOOLS,4,1,1,0,2,7,7,3,25,,,,,3W,2025
3092,JAYDEV ENTERPRISE,0,0,0,8,1,6,9,4,28,,,,,3W,2025
3093,JAYNA AUTOMOBILES LLP,0,1,0,5,8,12,0,2,28,,,,,3W,2025
3094,JESSUN TECHNO PVT LTD,51,16,36,74,56,25,3,1,262,,,,,3W,2025
3095,J.H.A TRADING COMPANY,10,13,12,16,19,25,14,9,118,,,,,3W,2025
3096,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),0,0,1,0,0,0,2,0,3,,,,,3W,2025
3097,JINDAL ELECTRIC VEHICLES,2,9,4,2,0,6,2,0,25,,,,,3W,2025
3098,JITENDRA TEMPO PARTS,48,46,48,48,48,49,54,18,359,,,,,3W,2025
3099,JKM ELECTRIC AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,1,1,,,,,3W,2025
3100,JMT VEHICLES PVT LTD,255,181,173,303,257,246,307,64,"1,786",,,,,3W,2025
3101,J P AUTO TECH,13,10,11,18,12,4,8,3,79,,,,,3W,2025
3102,J. S. AUTO (P) LTD,"1,035",908,"1,108","1,206","1,028",835,916,267,"7,303",,,,,3W,2025
3103,JS MOBILEON PVT LTD,81,79,81,104,119,124,159,33,780,,,,,3W,2025
3104,JSS ENGINEERING COMPANY,0,0,0,1,0,1,2,0,4,,,,,3W,2025
3105,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,27,23,19,29,16,15,10,2,141,,,,,3W,2025
3106,KAIRA CONTINENTAL LLP,0,0,0,0,3,2,4,2,11,,,,,3W,2025
3107,KAIZER ELECTRIC VEHICLES,5,0,2,3,6,1,7,0,24,,,,,3W,2025
3108,KAKKAR ELECTRIC AUTO PVT LTD,47,42,46,41,50,35,38,9,308,,,,,3W,2025
3109,KALINGA VENTURES INDIA PVT LTD,0,0,0,8,1,0,0,0,9,,,,,3W,2025
3110,KALPVRIKSH ELECTOMOBILES CO,9,7,17,12,28,14,22,3,112,,,,,3W,2025
3111,KAMAZ INDUSTRIES,26,13,6,18,8,6,2,0,79,,,,,3W,2025
3112,KANHA ELECTRIC VEHICLES,17,18,23,32,22,9,12,5,138,,,,,3W,2025
3113,KANTH E RICKSHAW,0,0,0,1,18,20,25,9,73,,,,,3W,2025
3114,KAPTECH INDIA PVT LTD,153,125,155,153,159,124,123,22,"1,014",,,,,3W,2025
3115,KATYAYANI AUTOMOTIVE,2,1,2,6,2,1,1,0,15,,,,,3W,2025
3116,KCAS ELECTRIC VEHICLES PVT LTD,8,12,8,17,24,27,25,9,130,,,,,3W,2025
3117,KERALA AUTOMOBILES LIMITED,0,4,8,1,0,29,2,0,44,,,,,3W,2025
3118,KETO MOTORS PVT LTD,2,9,6,10,0,0,1,0,28,,,,,3W,2025
3119,KETRON ELECTRIC VEHICLES PVT LTD,16,8,2,6,17,26,10,7,92,,,,,3W,2025
3120,KGN,22,19,28,52,68,33,26,4,252,,,,,3W,2025
3121,KGN INDUSTRIES,91,66,80,193,217,92,124,29,892,,,,,3W,2025
3122,KHACHEDU RAM & SONS (INDIA) PVT LTD,0,0,4,1,0,0,0,0,5,,,,,3W,2025
3123,KHALSAE-VEHICLES PVT LTD,741,557,580,719,805,700,785,175,"5,062",,,,,3W,2025
3124,KHANDELWAL ENTERPRISES,0,0,0,0,0,0,2,0,2,,,,,3W,2025
3125,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,145,87,345,234,260,162,214,163,"1,610",,,,,3W,2025
3126,KIRAN AUTOMOBILE INDUSTRY,36,15,22,41,32,21,17,14,198,,,,,3W,2025
3127,KLB KOMAKI PVT LTD,88,76,76,63,68,95,99,20,585,,,,,3W,2025
3128,KPT INDUSTRIES LTD,15,0,0,1,0,2,0,0,18,,,,,3W,2025
3129,KPT MOTORS,25,20,14,9,40,20,35,7,170,,,,,3W,2025
3130,KR E-VEHICLE PVT LTD,0,0,4,1,7,0,0,0,12,,,,,3W,2025
3131,KRISHNA CHAITANYA ENTERPRISES,0,0,0,13,17,21,32,3,86,,,,,3W,2025
3132,KRISHNA ENGINEERING WORKS,80,98,107,136,105,122,98,26,772,,,,,3W,2025
3133,KRISHNA VEHICALS,5,9,4,20,20,3,9,1,71,,,,,3W,2025
3134,K. S. INDUSTRIES,0,7,2,0,0,0,9,0,18,,,,,3W,2025
3135,K.S. INDUSTRIES,0,0,0,0,0,0,9,1,10,,,,,3W,2025
3136,K T ENTERPRISES,5,3,5,15,15,9,10,4,66,,,,,3W,2025
3137,KUKU AUTOMOTIVES,8,3,7,20,11,12,13,4,78,,,,,3W,2025
3138,KUMARAN ENGINEERING ENTERPRISES,60,41,58,0,0,0,0,0,159,,,,,3W,2025
3139,KUMAR ENGINEERING,1,4,11,4,12,13,7,1,53,,,,,3W,2025
3140,K. V. INDUSTRIES,2,0,0,5,0,3,1,0,11,,,,,3W,2025
3141,LAKSHYA AUTO SALES CORPORATION,20,19,28,14,29,21,28,5,164,,,,,3W,2025
3142,LAKSHYA MOTORS,2,7,5,12,6,5,5,4,46,,,,,3W,2025
3143,LALA G E RICKSHAW AND SPARE PARTS,36,10,15,35,52,29,61,2,240,,,,,3W,2025
3144,LAWAT MOTORS LLP,11,24,12,5,8,16,12,5,93,,,,,3W,2025
3145,LECTRIX E VEHICLES PVT LTD,305,265,273,348,343,262,289,65,"2,150",,,,,3W,2025
3146,LEOPAN MOTORS PRIVATE LIMITED,8,4,0,3,0,2,0,0,17,,,,,3W,2025
3147,LIMO AUTO CARE PVT LTD,9,1,1,10,15,8,10,2,56,,,,,3W,2025
3148,LIONIZE AUTOMOBILE PVT LTD,40,44,30,33,45,46,46,13,297,,,,,3W,2025
3149,LOHAKA INDUSTRIES PVT LTD,13,9,8,15,30,18,27,13,133,,,,,3W,2025
3150,LOHIA AUTO INDUSTRIES,102,88,102,150,104,99,120,33,798,,,,,3W,2025
3151,LORDS VEHICLE MFG PVT LTD,0,1,1,0,2,0,2,0,6,,,,,3W,2025
3152,LUCKY INDUSTRIES,8,7,3,8,11,12,5,3,57,,,,,3W,2025
3153,LUXUS GREEN MOBILITY PVT LTD,1,2,1,4,11,8,3,4,34,,,,,3W,2025
3154,M2J E VAHAN PVT LTD,0,1,9,4,4,4,6,2,30,,,,,3W,2025
3155,MAA KALPANA ENTERPRISE,33,24,30,21,54,46,37,11,256,,,,,3W,2025
3156,MAA SHAKTI EXIM PVT LTD,202,167,151,161,183,170,161,37,"1,232",,,,,3W,2025
3157,MAC AUTO INDIA,24,124,33,12,13,2,7,0,215,,,,,3W,2025
3158,MAHAK TEEN UDYOG,42,34,48,49,80,72,62,17,404,,,,,3W,2025
3159,MAHINDRA ELECTRIC MOBILITY LIMITED,2,0,4,8,4,4,2,0,24,,,,,3W,2025
3160,MAHINDRA LAST MILE MOBILITY LTD,"6,894","6,487","7,327","6,260","7,181","7,911","10,482","2,399","54,941",,,,,3W,2025
3161,MAHINDRA & MAHINDRA LIMITED,36,19,34,18,27,24,10,4,172,,,,,3W,2025
3162,MAHTAB BODY MAKER,65,64,94,86,109,93,89,37,637,,,,,3W,2025
3163,MALAK TECHNO PVT LTD,1,4,4,6,3,0,0,1,19,,,,,3W,2025
3164,MALI ENTERPRISES PVT LTD,4,3,11,30,34,37,43,29,191,,,,,3W,2025
3165,MANIRAM ELECTRIC VEHICLE PVT LTD,98,62,66,84,62,46,61,20,499,,,,,3W,2025
3166,MANISH EV INTERNATIONAL PRIVATE LIMITED,6,9,4,3,3,5,3,0,33,,,,,3W,2025
3167,MANITA CITY MOTORS LLP,200,162,197,299,338,222,286,69,"1,773",,,,,3W,2025
3168,MANMOHAN KAUR,6,0,1,3,1,0,1,0,12,,,,,3W,2025
3169,MARKUS,2,1,5,0,0,1,1,0,10,,,,,3W,2025
3170,MARUTI BHIWANI E AUTOMOBILES,6,9,14,5,18,15,13,6,86,,,,,3W,2025
3171,MASTO INDUSTRIES PVT LTD,4,1,2,0,0,0,0,0,7,,,,,3W,2025
3172,MERCURY EV TECH LTD,0,0,5,3,3,22,32,16,81,,,,,3W,2025
3173,METAL PRESSING & ENGG WORKS,0,0,3,3,3,3,3,2,17,,,,,3W,2025
3174,METTA EV PVT LTD,1,0,0,0,0,0,0,0,1,,,,,3W,2025
3175,M G INDUSTRIES,0,1,4,0,3,1,0,0,9,,,,,3W,2025
3176,MILLENNIAL MOTORS LLP,0,1,4,7,5,16,48,5,86,,,,,3W,2025
3177,MINI METRO EV L.L.P,"1,032",918,"1,015","1,041","1,189","1,031","1,088",360,"7,674",,,,,3W,2025
3178,M K BROTHERS,20,8,11,10,13,25,22,12,121,,,,,3W,2025
3179,M.K. ENTERPRISES,92,105,110,108,86,69,84,39,693,,,,,3W,2025
3180,MLR AUTO LTD,664,571,567,488,486,488,476,151,"3,891",,,,,3W,2025
3181,MODLINE ASSOCIATES PVT LTD,0,0,0,1,7,4,11,4,27,,,,,3W,2025
3182,MOHAN GENERAL TRADING COMPANY,2,1,1,1,5,1,0,0,11,,,,,3W,2025
3183,MOMU AUTOMOTIVE,61,28,33,97,160,61,53,12,505,,,,,3W,2025
3184,MONA GREEN AUTOMOBILES PVT LTD,7,5,1,9,4,4,3,2,35,,,,,3W,2025
3185,MONDAL TRADING,14,18,33,38,53,61,66,17,300,,,,,3W,2025
3186,MOVE STONE SERVICES PVT LTD,238,261,320,283,426,393,332,118,"2,371",,,,,3W,2025
3187,M/S SHRIRAM AUTO TECH PVT LTD,207,203,242,227,252,201,226,55,"1,613",,,,,3W,2025
3188,M/S VISHNU CLEAN ENERGY VEHICLES LLP,1,2,1,1,0,1,0,0,6,,,,,3W,2025
3189,MVM MOTORS PRIVATE LIMITED,2,4,0,1,1,4,0,4,16,,,,,3W,2025
3190,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,285,253,245,282,233,203,289,54,"1,844",,,,,3W,2025
3191,NAMAH INDUSTRIES PVT LTD,56,23,52,63,40,23,41,14,312,,,,,3W,2025
3192,NARAINDASS AND SONS,0,1,2,0,0,0,0,0,3,,,,,3W,2025
3193,NASIR ENGINEERING WORKSHOP,0,0,0,0,0,0,6,2,8,,,,,3W,2025
3194,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,103,92,86,117,97,120,144,38,797,,,,,3W,2025
3195,NEELAM CYCLE,2,0,1,3,0,0,3,0,9,,,,,3W,2025
3196,NEERAJ MOTORS PVT LTD,0,5,1,5,1,7,3,0,22,,,,,3W,2025
3197,NEUON MOTORS LLP,6,2,9,15,18,4,9,2,65,,,,,3W,2025
3198,NEW ARCANA INDIA,86,89,85,96,77,78,63,16,590,,,,,3W,2025
3199,NEW CHAWLA INDUSTRIES,27,23,31,91,166,113,109,31,591,,,,,3W,2025
3200,NGAGE WHEEL PVT LTD,13,13,11,24,37,24,42,4,168,,,,,3W,2025
3201,NHD MOTORS,14,22,21,33,27,21,15,9,162,,,,,3W,2025
3202,NIHARIKA ENTERPRISES,0,0,0,13,36,36,29,4,118,,,,,3W,2025
3203,NIPUN SANYANTRA PVT LTD,9,7,6,24,10,5,4,0,65,,,,,3W,2025
3204,NIRMAL UTILITY SERVICES PVT LTD,0,1,2,1,3,0,0,0,7,,,,,3W,2025
3205,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,384,307,252,420,297,248,307,62,"2,277",,,,,3W,2025
3206,OCULUS AUTO INDUSTRIES LLP,2,2,5,1,1,1,7,1,20,,,,,3W,2025
3207,OGATA MOTORS INDIA PVT LTD,7,0,2,0,0,0,1,0,10,,,,,3W,2025
3208,OKAYA POWER PVT LTD,11,8,15,15,23,12,6,2,92,,,,,3W,2025
3209,OK PLAY INDIA LTD,6,5,5,7,5,0,5,0,33,,,,,3W,2025
3210,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,143,125,119,143,121,124,110,26,911,,,,,3W,2025
3211,OMEGA SALES & AGRO INDUSTRIES,21,15,7,11,19,15,11,5,104,,,,,3W,2025
3212,OMEGA SEIKI PVT LTD,608,"1,106",517,471,453,459,471,67,"4,152",,,,,3W,2025
3213,OM INDUSTRIES,181,151,196,186,185,250,264,86,"1,499",,,,,3W,2025
3214,OM RAJ AUTOTECH LLP,38,14,28,44,36,35,47,4,246,,,,,3W,2025
3215,OXEN ELECTRIC VEHICLES,13,5,11,7,21,10,23,4,94,,,,,3W,2025
3216,PANTHER ELECTRIC VEHICLES,3,2,1,1,0,0,0,0,7,,,,,3W,2025
3217,PARAS INDUSTRIES,110,83,97,111,103,96,84,18,702,,,,,3W,2025
3218,PARI E-VEHICLES,23,14,47,76,54,21,47,14,296,,,,,3W,2025
3219,PARI METRO E RICKSHAW,78,53,79,134,104,87,63,27,625,,,,,3W,2025
3220,PARVEEN AUTO,1,0,0,0,0,0,0,0,1,,,,,3W,2025
3221,PIAGGIO VEHICLES PVT LTD,"7,905","6,654","7,073","6,362","6,220","6,419","6,902","1,981","49,516",,,,,3W,2025
3222,PICK ELECTRIC AUTO PVT LTD,8,6,1,4,2,5,1,3,30,,,,,3W,2025
3223,PINNACLE MOBILITY SOLUTIONS PVT LTD,0,0,0,0,0,0,3,1,4,,,,,3W,2025
3224,PLAUDIT TECHNO INDIA PVT LTD,108,71,81,66,66,69,55,14,530,,,,,3W,2025
3225,POOSHPAK AUTOMOBILES PVT LTD,10,20,27,24,15,7,10,0,113,,,,,3W,2025
3226,PORWAL ELECTRIC,0,3,2,0,0,3,0,0,8,,,,,3W,2025
3227,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,5,1,6,7,0,5,2,0,26,,,,,3W,2025
3228,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,4,3,0,2,1,114,3,1,128,,,,,3W,2025
3229,PRAG MOTORS,27,13,15,14,23,18,15,8,133,,,,,3W,2025
3230,PRAGYA AUTOMOBILE PVT LTD,15,9,7,8,8,11,7,1,66,,,,,3W,2025
3231,PRAJJWAL MAHAJAN TRADERS,9,12,10,40,18,11,15,0,115,,,,,3W,2025
3232,PRAKASH ENTERPRISES,2,1,3,1,2,0,1,0,10,,,,,3W,2025
3233,P.R. AND CO,0,0,0,0,0,0,1,0,1,,,,,3W,2025
3234,PRESTANTIA CREATIONS PVT LTD,1,0,0,0,0,1,0,0,2,,,,,3W,2025
3235,PRIDE E-MOTORS,18,20,4,21,10,20,15,3,111,,,,,3W,2025
3236,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,3,2,66,14,6,36,63,0,190,,,,,3W,2025
3237,PROMINAL ELECTRIC VEHICLE PVT LTD,2,1,4,10,13,9,11,6,56,,,,,3W,2025
3238,P.S. ENTERPRISES,0,6,4,5,12,9,18,41,95,,,,,3W,2025
3239,PUBANG ETRON ELECTRIC MOTOR PVT LTD,0,1,0,0,0,1,0,0,2,,,,,3W,2025
3240,PUNJAB BODY BUILDERS,4,1,2,3,1,0,3,1,15,,,,,3W,2025
3241,PYTHOX MOTORS PVT LTD,73,55,48,42,61,70,69,14,432,,,,,3W,2025
3242,R3 ENTERPRISES,106,109,119,144,109,127,196,49,959,,,,,3W,2025
3243,RACCOON MOTORS PVT LTD,3,0,0,8,0,3,2,2,18,,,,,3W,2025
3244,RACHANACREATIONS AUTO PVT LTD,44,20,34,52,27,14,45,11,247,,,,,3W,2025
3245,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,0,0,2,1,2,0,1,0,6,,,,,3W,2025
3246,RAHUL AGRO EXPORTS PVT LTD,0,0,0,0,9,0,0,0,9,,,,,3W,2025
3247,RAJA ARTS HITECH ENGINEERING,61,0,38,37,87,0,0,0,223,,,,,3W,2025
3248,RAJ AUTOMOTIVE,8,11,9,1,7,1,6,1,44,,,,,3W,2025
3249,RAKHEJA INDUSTRIES,0,0,0,0,0,0,0,1,1,,,,,3W,2025
3250,RAMA INDUSTRIES,2,5,4,1,2,7,4,0,25,,,,,3W,2025
3251,RAMON INDUSTRIES,5,4,3,8,4,6,0,1,31,,,,,3W,2025
3252,RANA ENGINEER WORKS,23,23,15,20,20,13,37,3,154,,,,,3W,2025
3253,RANGE AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,2,2,,,,,3W,2025
3254,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,7,8,22,3,4,4,13,0,61,,,,,3W,2025
3255,RASIWASIA RASAYAN PVT LTD,0,0,1,0,0,0,0,0,1,,,,,3W,2025
3256,RAVI METAL WORKS,101,3,0,0,1,1,1,0,107,,,,,3W,2025
3257,RAYON ENGINEERS,142,104,174,143,121,74,89,16,863,,,,,3W,2025
3258,RCJ AUTO FORGE PVT LTD,106,79,75,57,94,59,86,16,572,,,,,3W,2025
3259,RDS INDUSTRIES,4,81,242,167,0,0,0,0,494,,,,,3W,2025
3260,REDDY AUTOMOTIVE PVT LTD,1,1,2,0,0,0,1,0,5,,,,,3W,2025
3261,REEP INDUSTRIES PVT LTD,7,8,5,4,5,22,4,29,84,,,,,3W,2025
3262,REFLEX CONTROL SYSTEM PVT .LTD,3,0,4,5,0,0,0,0,12,,,,,3W,2025
3263,REPUBLIC MOTORS,6,34,7,13,71,10,7,4,152,,,,,3W,2025
3264,RIBAND ELECTRIC PVT LTD,18,33,37,42,26,40,39,9,244,,,,,3W,2025
3265,RICHFORD ALLIANZ PVT LTD,168,136,168,203,254,268,280,112,"1,589",,,,,3W,2025
3266,RIJIYA TRADING PVT LTD,0,6,5,14,10,1,15,1,52,,,,,3W,2025
3267,RILOX EV PVT LTD,15,15,17,27,11,11,7,5,108,,,,,3W,2025
3268,RIVET EV INDUSTRIES PVT LTD,0,0,0,0,5,2,11,0,18,,,,,3W,2025
3269,RIYA ENTERPRISE,2,4,0,4,1,0,11,0,22,,,,,3W,2025
3270,ROANSOME MOTORS,1,4,0,2,1,2,1,0,11,,,,,3W,2025
3271,ROARLEO MOTOR PVT LTD,4,9,14,36,21,8,5,2,99,,,,,3W,2025
3272,RODA FLEETS PVT LTD,9,4,19,29,26,19,43,2,151,,,,,3W,2025
3273,ROYAL AUTOMOBILES,1,8,1,0,0,1,1,0,12,,,,,3W,2025
3274,ROYCE EV PVT LTD,38,36,64,36,113,64,115,35,501,,,,,3W,2025
3275,RP MOTORS,90,10,9,24,7,5,8,5,158,,,,,3W,2025
3276,RPSS EV INDIA PVT LTD,5,3,5,4,3,4,6,1,31,,,,,3W,2025
3277,RUN STAR ENGINEERING,2,0,4,18,12,0,3,2,41,,,,,3W,2025
3278,RUTBA PRODUCT PVT LTD,94,67,118,98,114,87,79,26,683,,,,,3W,2025
3279,SAERA ELECTRIC AUTO PVT LTD,"2,271","2,075","2,232","1,794","2,004","2,006","2,206",568,"15,156",,,,,3W,2025
3280,SAHNIANAND E VEHICLES PVT LTD,"1,092",905,"1,160","1,095","1,114",862,916,264,"7,408",,,,,3W,2025
3281,SAIF AUTO LTD,0,0,0,5,6,0,3,1,15,,,,,3W,2025
3282,SAIFIAN SOLAR PVT LTD,37,47,70,67,122,50,43,18,454,,,,,3W,2025
3283,SAI KISHAN MACHINERY (OPC) PVT LTD,9,6,3,8,3,3,8,0,40,,,,,3W,2025
3284,SAINIK CYCLE MART,0,6,11,10,1,9,5,0,42,,,,,3W,2025
3285,SAKSHAM TECH AUTOMOBILES,1,3,6,11,10,5,7,1,44,,,,,3W,2025
3286,SAKSHAM TRADING COMPANY,54,53,41,46,55,55,55,19,378,,,,,3W,2025
3287,SAMEER ENGINEERING,1,0,0,0,0,1,0,1,3,,,,,3W,2025
3288,SAMRAT ELECTRIC VEHICLE,37,44,30,47,52,54,55,15,334,,,,,3W,2025
3289,SANALDEEP INDUSTRIES,5,7,4,0,4,5,2,2,29,,,,,3W,2025
3290,S AND J INDUSTRIES,4,5,2,12,8,5,3,1,40,,,,,3W,2025
3291,SARAOGI E-VENTURES PVT LTD,1,0,0,0,0,0,1,0,2,,,,,3W,2025
3292,SARAVANA ENGINEERING WORKS,27,376,234,98,422,216,295,0,"1,668",,,,,3W,2025
3293,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,289,253,302,390,420,353,434,104,"2,545",,,,,3W,2025
3294,S B TRADERS,13,41,33,20,46,50,60,11,274,,,,,3W,2025
3295,SCOOTERS INDIA LTD,0,0,1,0,0,0,0,0,1,,,,,3W,2025
3296,SEALION AUTOMOBILE PVT LTD,0,6,3,1,0,1,5,0,16,,,,,3W,2025
3297,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,1,6,0,1,6,2,4,0,20,,,,,3W,2025
3298,SETH INDUSTRIAL CORPORATION,68,53,61,46,48,47,96,9,428,,,,,3W,2025
3299,SETHJI INDUSTRIES,2,0,1,1,4,1,0,0,9,,,,,3W,2025
3300,SF2 E VEHICLE PVT LTD,9,6,6,5,10,9,2,1,48,,,,,3W,2025
3301,SGLLINE MOTORS PVT LTD,0,1,1,0,0,0,0,0,2,,,,,3W,2025
3302,SHAH ELECTRIC MOTERS,4,3,4,12,9,7,1,1,41,,,,,3W,2025
3303,SHAILENDRA AUTOS PVT LTD,8,11,33,19,38,22,12,2,145,,,,,3W,2025
3304,SHAKTI AUTO GREEN,105,62,69,79,61,80,70,36,562,,,,,3W,2025
3305,SHALYA AUTO SALES PVT LTD,56,19,33,73,56,30,25,11,303,,,,,3W,2025
3306,SHAMMI ELECTRONICS,3,3,2,6,8,7,10,5,44,,,,,3W,2025
3307,SHIGAN EVOLTZ LTD,23,67,149,90,152,78,53,4,616,,,,,3W,2025
3308,SHINE METAL UDYOG PVT LTD (UNIT- II),10,5,11,18,32,4,11,3,94,,,,,3W,2025
3309,SHINME ELECTRICAL VEHICLE PVT LTD,6,5,11,21,7,9,17,2,78,,,,,3W,2025
3310,SHIVA ENTERPRISES,20,21,18,27,24,21,22,12,165,,,,,3W,2025
3311,SHIV ENTERPRISES,25,8,20,36,43,20,16,4,172,,,,,3W,2025
3312,SHIVGANGA ECOGREEN LLP,115,102,111,52,34,45,50,11,520,,,,,3W,2025
3313,SHIV OM INDIA,8,18,16,10,23,35,29,5,144,,,,,3W,2025
3314,SHIV SHAKTI TRADERS,3,9,6,1,1,9,9,0,38,,,,,3W,2025
3315,SHREE MARUTI NANDAN BUSINESSS (P) LTD,11,5,2,9,24,11,11,3,76,,,,,3W,2025
3316,SHREE SIDHIVINAYAK AUTO,21,10,16,45,62,28,18,6,206,,,,,3W,2025
3317,SHREYA ENGINEERS,0,0,1,2,0,0,0,0,3,,,,,3W,2025
3318,SHRI BARSANA E-VEHICLES PVT LTD,473,419,447,474,404,415,418,135,"3,185",,,,,3W,2025
3319,SHRI NAMO ELECTRIC AUTOMOTIVE,98,78,71,62,97,49,56,13,524,,,,,3W,2025
3320,SHRIRAJ ELECTRIC VEHICLES,88,72,82,85,75,91,87,36,616,,,,,3W,2025
3321,SHUBHAM MANUFACTURER,0,0,0,0,5,0,0,0,5,,,,,3W,2025
3322,SHUBHMARUTI AGRITECH PVT LTD,0,0,0,0,0,1,0,0,1,,,,,3W,2025
3323,SIDANA INDUSTRIES,0,0,0,0,3,4,15,5,27,,,,,3W,2025
3324,SINGHAL ENTERPRISES,16,7,12,16,22,13,13,3,102,,,,,3W,2025
3325,SINGH AUTOMOBILES,83,59,112,112,120,72,74,16,648,,,,,3W,2025
3326,SIRF INDIA VEHICLES PVT LTD,21,10,16,31,11,29,7,4,129,,,,,3W,2025
3327,SIWACH STEEL PVT LTD,0,0,0,0,0,0,2,0,2,,,,,3W,2025
3328,SIX SENSES AUTOMOTIVE PVT LTD,1,1,5,5,5,1,9,1,28,,,,,3W,2025
3329,SKS TRADE INDIA PVT LTD,807,689,851,824,840,803,929,190,"5,933",,,,,3W,2025
3330,SKYBOLT INDUSTRIES PVT LTD,0,0,0,0,31,27,42,0,100,,,,,3W,2025
3331,SKYRIDE AUTOMOTIVE,0,2,0,0,0,0,1,0,3,,,,,3W,2025
3332,SKYY RIDER ELECTRIC PRIVATE LIMITED,17,17,17,10,17,3,7,5,93,,,,,3W,2025
3333,SMART ELECTRO MOTORS,8,7,3,5,6,2,1,0,32,,,,,3W,2025
3334,S.M ELECTRIC VEHICLE,19,14,18,63,22,19,19,6,180,,,,,3W,2025
3335,SM INTERNATIONAL,0,0,0,16,14,0,0,0,30,,,,,3W,2025
3336,SMITH MOTORS PVT LTD,0,0,0,0,0,0,1,0,1,,,,,3W,2025
3337,SMV GREEN SOLUTIONS PVT LTD,0,0,0,24,16,9,25,6,80,,,,,3W,2025
3338,SN SOLAR ENERGY,32,28,45,36,36,31,37,7,252,,,,,3W,2025
3339,SONI E VEHICLE PVT LTD,0,1,1,0,0,0,0,0,2,,,,,3W,2025
3340,SPEED AUTO TECH,1,4,1,12,7,1,0,0,26,,,,,3W,2025
3341,SPEEDWAYS ELECTRIC,0,0,0,0,0,1,0,0,1,,,,,3W,2025
3342,SPEEGO VEHICLES CO PVT LTD,262,198,190,182,177,172,176,28,"1,385",,,,,3W,2025
3343,SRD RENEWABLES,179,110,139,330,187,152,148,40,"1,285",,,,,3W,2025
3344,SRINIVAS E VEHICLE,1,1,3,7,0,1,0,0,13,,,,,3W,2025
3345,SSB INDISTRIES,120,101,88,103,100,144,146,30,832,,,,,3W,2025
3346,SSEV ENTERPRISES PRIVATE LIMITED,77,50,68,143,268,167,121,30,924,,,,,3W,2025
3347,S S GLOBAL,8,0,4,8,11,7,0,4,42,,,,,3W,2025
3348,SSV TECHNOLOGIES,0,0,0,0,0,2,0,0,2,,,,,3W,2025
3349,STAR BULL E MOTORS,51,43,61,161,122,46,64,12,560,,,,,3W,2025
3350,STAR IGLOBAL AUTOMOTIVE PVT LTD,15,21,21,8,14,4,7,0,90,,,,,3W,2025
3351,STAR INDUSTRIES,5,1,1,14,14,11,13,3,62,,,,,3W,2025
3352,STAR SMART BIKES PVT LTD,0,0,0,0,0,0,4,0,4,,,,,3W,2025
3353,STRENGTH AUTOELECTRIC PVT LTD,38,41,42,47,38,41,59,10,316,,,,,3W,2025
3354,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,40,27,45,75,106,35,27,9,364,,,,,3W,2025
3355,SUMFONL AUTO TRADERS PVT LTD,11,10,10,14,14,11,13,4,87,,,,,3W,2025
3356,SUNANDA GREENTECH PVT LTD,34,34,22,18,32,14,33,6,193,,,,,3W,2025
3357,SUNARIYA MOTORS PVT LTD,3,0,0,0,0,0,0,0,3,,,,,3W,2025
3358,SUN INDUSTRIES,50,24,38,59,69,55,57,9,361,,,,,3W,2025
3359,SUNJET ENERGY PVT LTD,0,0,1,1,1,1,5,1,10,,,,,3W,2025
3360,SUNSET TRADE PVT LTD,6,2,1,2,2,2,7,0,22,,,,,3W,2025
