vehicle_type,Maker,date,year,month,registrations,registrations_last_year,YoY_growth_%,quarter,year_quarter,year_quarter_quarterly,registrations_last_quarter,QoQ_growth_%
3W,PUNJAB TRACTORS LIMITED,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,PUR ENERGY PVT LTD,2024-02-01 00:00:00,2024,2,498,,,1,2024-Q1,2024-Q1,,
3W,PURVA UDYOG PVT LTD,2024-02-01 00:00:00,2024,2,2,2,0,1,2024-Q1,2024-Q1,9,66.67
3W,PUSHKAR INDUSTRIES,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,PYTHOX MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,54,17,217.65,1,2024-Q1,2024-Q1,119,26.89
3W,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),2024-02-01 00:00:00,2024,2,51,,,1,2024-Q1,2024-Q1,,
3W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,QUALITY ENGINEERING WORK,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,QUALITY ENGINEERING WORKS ROURKELA JAMUNANAKI,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,QUANTUM ENERGY LTD.,2024-02-01 00:00:00,2024,2,445,,,1,2024-Q1,2024-Q1,,
3W,R B INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,R K ENGINEERING WORKS JUNAGARH,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,R3 ENTERPRISES,2024-02-01 00:00:00,2024,2,52,25,108,1,2024-Q1,2024-Q1,178,20.22
3W,RACCOON MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,1,3,66.67,1,2024-Q1,2024-Q1,1,100
3W,RACHANACREATIONS AUTO PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RADHAKANTA IND,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RADHESHYAM TRAILOR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RAHUL AGRO EXPORTS PVT LTD,2024-02-01 00:00:00,2024,2,13,22,40.91,1,2024-Q1,2024-Q1,16,81.25
3W,RAJ AUTOMOTIVE,2024-02-01 00:00:00,2024,2,2,16,87.5,1,2024-Q1,2024-Q1,21,33.33
3W,RAJA ARTS HITECH ENGINEERING,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,0,
3W,"RAJA RANEE AGRO E WORKS,ANGL",2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RAJESH STEEL AND WIRE INDUSTRIES,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,1,100
3W,RAM AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,RAM CHAND & SONS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RAMA INDUSTRIES,2024-02-01 00:00:00,2024,2,4,0,,1,2024-Q1,2024-Q1,4,225
3W,RAMGARHIA ENGG WORKS,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,RAMJI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RAMON INDUSTRIES,2024-02-01 00:00:00,2024,2,15,10,50,1,2024-Q1,2024-Q1,27,3.7
3W,RANA ENGINEER WORKS,2024-02-01 00:00:00,2024,2,125,20,525,1,2024-Q1,2024-Q1,231,24.68
3W,RANI TRAILER,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2024-02-01 00:00:00,2024,2,24,7,242.86,1,2024-Q1,2024-Q1,58,29.31
3W,RASIWASIA RASAYAN PVT LTD,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,1,100
3W,RATAN ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,RATNA ENGINEERING ENTERPRISES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RATNA ENGINEERING ENTERPRISES BARGARH ATTABIRA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RAVI METAL WORKS,2024-02-01 00:00:00,2024,2,27,0,,1,2024-Q1,2024-Q1,19,205.26
3W,RAVINDRA AGRO WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RAYON ENGINEERS,2024-02-01 00:00:00,2024,2,97,68,42.65,1,2024-Q1,2024-Q1,359,3.9
3W,RCJ AUTO FORGE PVT LTD,2024-02-01 00:00:00,2024,2,75,33,127.27,1,2024-Q1,2024-Q1,211,1.42
3W,RDS INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,REDDY AUTOMOTIVE PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,REEP INDUSTRIES PVT LTD,2024-02-01 00:00:00,2024,2,146,60,143.33,1,2024-Q1,2024-Q1,263,20.91
3W,REFLEX CONTROL SYSTEM PVT .LTD,2024-02-01 00:00:00,2024,2,5,10,50,1,2024-Q1,2024-Q1,27,40.74
3W,REGENERATION E BIKES,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,RENAULT INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,REPUBLIC MOTORS,2024-02-01 00:00:00,2024,2,31,1,3000,1,2024-Q1,2024-Q1,140,48.57
3W,REVERSECURRENT TECHNOLOGY PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,REVOLT INTELLICORP PVT LTD,2024-02-01 00:00:00,2024,2,480,,,1,2024-Q1,2024-Q1,,
3W,RG PETRO MACHINERY CO,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RGM BUSINESS PLUS PVT LTD,2024-02-01 00:00:00,2024,2,28,,,1,2024-Q1,2024-Q1,,
3W,RIBAND ELECTRIC PVT LTD,2024-02-01 00:00:00,2024,2,38,25,52,1,2024-Q1,2024-Q1,99,8.08
3W,RICHFORD ALLIANZ PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RILOX EV PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RIVER MOBILITY PVT LTD,2024-02-01 00:00:00,2024,2,84,,,1,2024-Q1,2024-Q1,,
3W,RIYA ENTERPRISE,2024-02-01 00:00:00,2024,2,3,5,40,1,2024-Q1,2024-Q1,1,400
3W,"RK ENGG WORKS,JUNAGARH",2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,RK ENGINEERING FABRICATION WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RK TRACTOR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,ROANSOME MOTORS,2024-02-01 00:00:00,2024,2,21,0,,1,2024-Q1,2024-Q1,2,1950
3W,ROARLEO MOTOR PVT LTD,2024-02-01 00:00:00,2024,2,30,41,26.83,1,2024-Q1,2024-Q1,109,31.19
3W,ROLLS ROYCE,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,ROOPRAI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,ROWWET MOBILITY PVT LTD,2024-02-01 00:00:00,2024,2,31,,,1,2024-Q1,2024-Q1,,
3W,ROYAL AUTOMOBILES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,ROYAL TRACTOR PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,ROYCE EV PVT LTD,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,RP MOTORS,2024-02-01 00:00:00,2024,2,45,0,,1,2024-Q1,2024-Q1,32,62.5
3W,RUDRA NARAYAN ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RUN STAR ENGINEERING,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,RUPAL AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,RUTBA PRODUCT PVT LTD,2024-02-01 00:00:00,2024,2,55,41,34.15,1,2024-Q1,2024-Q1,183,7.1
3W,S AND J INDUSTRIES,2024-02-01 00:00:00,2024,2,8,9,11.11,1,2024-Q1,2024-Q1,17,11.76
3W,"S AND S ENGG WORKS,BGH",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,S B TRADERS,2024-02-01 00:00:00,2024,2,14,1,1300,1,2024-Q1,2024-Q1,16,137.5
3W,S P TRADING BBSR BALIANTA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"S P TRADING, KHURDA",2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,S R AGRICULTURE EQUIPMENTS CO (P) LTD,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,S S AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,S S GLOBAL,2024-02-01 00:00:00,2024,2,2,0,,1,2024-Q1,2024-Q1,2,150
3W,S.B. RESHELLERS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,S.M ELECTRIC VEHICLE,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"S.N.ENGINEERING, CUTTACK",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,S.S. AGRO TECH,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,S.V.ENGINEERS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SACHITANAND ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SADGURU TRAILER & AGRI EQUIP,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SAERA ELECTRIC AUTO PVT LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,0,
3W,SAGAR AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAGAR AGRO STEEL INDUSTRIES,2024-02-01 00:00:00,2024,2,23,,,1,2024-Q1,2024-Q1,,
3W,SAGAR FABRICATIONS,2024-02-01 00:00:00,2024,2,5,1,400,1,2024-Q1,2024-Q1,2,150
3W,SAGAR INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAHARA TRALIORS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAHNIANAND E VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,642,349,83.95,1,2024-Q1,2024-Q1,1875,11.36
3W,SAHU INDUSTRIES,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SAI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SAI ENGINEERING AND WELDING WORKS,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SAI ENGINEERING MAYURBHANJ BARIPADA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SAI ENGINEERING,MAHIPUR",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAI KISHAN MACHINERY (OPC) PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAI KRUPA ENG WORKS GANJAM HALADIAPADAR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SAI KRUPA ENGG WORKS,BHMPUR",2024-02-01 00:00:00,2024,2,7,,,1,2024-Q1,2024-Q1,,
3W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SAIFIAN SOLAR PVT LTD,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SAINIK CYCLE MART,2024-02-01 00:00:00,2024,2,0,4,100,1,2024-Q1,2024-Q1,8,50
3W,SAJEDA ENGINEERING BHAWANIPATNA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAKSHAM TECH AUTOMOBILES,2024-02-01 00:00:00,2024,2,12,8,50,1,2024-Q1,2024-Q1,34,8.82
3W,SAKSHAM TRADING COMPANY,2024-02-01 00:00:00,2024,2,3,2,50,1,2024-Q1,2024-Q1,0,
3W,SAMAL FABRICATOR CHANDIKHOLE SUNGUDA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SAMAL FABRICATOR,BARCHANA",2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SAMALESWARI ENGG WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,2024-02-01 00:00:00,2024,2,80,,,1,2024-Q1,2024-Q1,,
3W,SAMEER ENGINEERING,2024-02-01 00:00:00,2024,2,16,0,,1,2024-Q1,2024-Q1,3,533.33
3W,SAMRAT ELECTRIC VEHICLE,2024-02-01 00:00:00,2024,2,58,29,100,1,2024-Q1,2024-Q1,180,3.33
3W,SANALDEEP INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SANJAY TRAILORS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SANSAR COMBINE,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SANTOSH ENGG WORKS,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SANY HEAVY INDUSTRY INDIA PVT LTD,2024-02-01 00:00:00,2024,2,37,,,1,2024-Q1,2024-Q1,,
3W,SANY INDIA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SARALA ENTERPRISES CUTTACK,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SARANGI MOTORS TRAILER SNG,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SARAOGI E-VENTURES PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SARASWATI AGRO INDUSTRIES CUTTACK KANDARPUR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SARASWATI AGRO INDUSTRIES,CTC",2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SARAVANA ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,1,1,0,1,2024-Q1,2024-Q1,2,0
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2024-02-01 00:00:00,2024,2,196,110,78.18,1,2024-Q1,2024-Q1,836,13.04
3W,SATKAR ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SATKARTAR AGRO WORKS,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SATNAM ENGG WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SATRAC ENGINEERING PVT LTD,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SATYANARAYANA ENGG.WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SATYASAI INDUSTRIES,DHENKANAL",2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SAYA AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SBTEK E MOTO PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SCA HAEVY EQUIPMENT PVT. LTD,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SCOOTERS INDIA LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,0,
3W,SEALION AUTOMOBILE PVT LTD,2024-02-01 00:00:00,2024,2,2,4,50,1,2024-Q1,2024-Q1,2,150
3W,SEAMLESS AUTOTECH PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SEC-RJMT ENGINEERING PVT LTD,2024-02-01 00:00:00,2024,2,8,,,1,2024-Q1,2024-Q1,,
3W,SEEKA E MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2024-02-01 00:00:00,2024,2,6,3,100,1,2024-Q1,2024-Q1,14,7.14
3W,SETH INDUSTRIAL CORPORATION,2024-02-01 00:00:00,2024,2,73,44,65.91,1,2024-Q1,2024-Q1,243,30.04
3W,SETHJI INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SF2 E VEHICLE PVT LTD,2024-02-01 00:00:00,2024,2,0,1,100,1,2024-Q1,2024-Q1,5,40
3W,SGLLINE MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,7,10,30,1,2024-Q1,2024-Q1,5,280
3W,SHAH AGRO ENGG WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHAH ELECTRIC MOTERS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHAILENDRA AUTOS PVT LTD,2024-02-01 00:00:00,2024,2,16,0,,1,2024-Q1,2024-Q1,32,28.12
3W,SHAKTI AUTO GREEN,2024-02-01 00:00:00,2024,2,75,32,134.38,1,2024-Q1,2024-Q1,237,1.27
3W,"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHAKTI ENGINEERING WORK,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHAKTIMAN AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,2024-02-01 00:00:00,2024,2,44,,,1,2024-Q1,2024-Q1,,
3W,SHALYA AUTO SALES PVT LTD,2024-02-01 00:00:00,2024,2,52,48,8.33,1,2024-Q1,2024-Q1,159,14.47
3W,SHAMMI ELECTRONICS,2024-02-01 00:00:00,2024,2,5,0,,1,2024-Q1,2024-Q1,7,71.43
3W,SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHARMA-SHARMA ENGN WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHEHALPREET ENGG WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SHEKHAR ENGINEERING,JAJPUR",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHEMA E- VEHCILE & SOLAR PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIGAN EVOLTZ LTD,2024-02-01 00:00:00,2024,2,15,33,54.55,1,2024-Q1,2024-Q1,82,3.66
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2024-02-01 00:00:00,2024,2,12,5,140,1,2024-Q1,2024-Q1,39,46.15
3W,SHINME ELECTRICAL VEHICLE PVT LTD,2024-02-01 00:00:00,2024,2,5,0,,1,2024-Q1,2024-Q1,45,33.33
3W,"SHIV AGRO ,AGENCY",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIV AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,21,,,1,2024-Q1,2024-Q1,,
3W,SHIV AGRO INDUSTRIES YJ,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIV ENTERPRISES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIV OM INDIA,2024-02-01 00:00:00,2024,2,14,4,250,1,2024-Q1,2024-Q1,83,8.43
3W,SHIV SHAKTI ENG. WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIV SHAKTI ENTERPRISE,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SHIVA ENTERPRISES,2024-02-01 00:00:00,2024,2,8,,,1,2024-Q1,2024-Q1,,
3W,SHIVA GAYATRI ENGG WORKS,2024-02-01 00:00:00,2024,2,17,,,1,2024-Q1,2024-Q1,,
3W,SHIVAJI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SHIVAM ENGINEERING WORKSHOP,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIVAM MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIVASHAKTHI ENG WORKS,2024-02-01 00:00:00,2024,2,34,,,1,2024-Q1,2024-Q1,,
3W,SHIVGANGA ECOGREEN LLP,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHIVKRUPA TRAILOR,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHIVRAJ TRAILOR,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHIVSHAKTI STEEL INDUSTRIES LATUR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHOBHA ENG WORKS,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SHRADHA INDUSTRIES KANDHAMAL PHULBANI,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE BALAJI ENGINEERING WORK SHOP,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SHREE DEV ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE DURGA FABRICATION COMPANY,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE JAGDAMBA TROLLY,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE MARUT E-AGROTECH PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2024-02-01 00:00:00,2024,2,19,25,24,1,2024-Q1,2024-Q1,70,18.57
3W,SHREE RAM AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE SAI AGRO ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE SIDHIVINAYAK AUTO,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHREYA ENGINEERS,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,3,33.33
3W,SHRI AVP ENGINEERING WORK,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHRI BARSANA E-VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,467,222,110.36,1,2024-Q1,2024-Q1,1419,3.74
3W,SHRI DATTA AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SHRI DURGA EQUIPMENT,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI GANESH ENGINERRING WORKS,2024-02-01 00:00:00,2024,2,11,,,1,2024-Q1,2024-Q1,,
3W,SHRI KRISHNA INDUSTRIES,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SHRI LAXMI ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,SHRI MAHALAXMI AGRO IND,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2024-02-01 00:00:00,2024,2,53,43,23.26,1,2024-Q1,2024-Q1,180,15
3W,SHRI NANDI TRAILER WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI RADHE ENGG,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI RAM AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI RAM AUTO TECH PVT LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,1,0
3W,SHRI RAM TRAILOR,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SHRI RAMA ENGINEERING,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI SAI ENGG WORKS,2024-02-01 00:00:00,2024,2,15,,,1,2024-Q1,2024-Q1,,
3W,SHRI SHANKAR ENG WORKS,2024-02-01 00:00:00,2024,2,9,,,1,2024-Q1,2024-Q1,,
3W,SHRI SHIVAJI ENG WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
