vehicle_type,Maker,date,year,month,registrations,registrations_last_year,YoY_growth_%,quarter,year_quarter,year_quarter_quarterly,registrations_last_quarter,QoQ_growth_%
3W,ZOOMLION INDIA PVT LTD,2024-12-01 00:00:00,2024,12,13,,,4,2024-Q4,2024-Q4,33,39.39
3W,ZUBEDA TROLLY REPAIRING WORKS,2024-12-01 00:00:00,2024,12,0,,,4,2024-Q4,2024-Q4,6,83.33
4W,BMW INDIA PVT LTD,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,1,0
4W,FCA INDIA AUTOMOBILES PRIVATE LIMITED,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,0,
4W,HERO MOTOCORP LTD,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,0,
4W,HONDA CARS INDIA LTD,2024-12-01 00:00:00,2024,12,2,10,80,4,2024-Q4,2024-Q4,8,37.5
4W,HYUNDAI MOTOR INDIA LTD,2024-12-01 00:00:00,2024,12,19,45,57.78,4,2024-Q4,2024-Q4,101,9.9
4W,JAGUAR LAND ROVER INDIA LIMITED,2024-12-01 00:00:00,2024,12,0,,,4,2024-Q4,2024-Q4,0,
4W,JSW MG MOTOR INDIA PVT LTD,2024-12-01 00:00:00,2024,12,3,0,,4,2024-Q4,2024-Q4,2,100
4W,KIA INDIA PRIVATE LIMITED,2024-12-01 00:00:00,2024,12,6,10,40,4,2024-Q4,2024-Q4,38,2.63
4W,MAHINDRA & MAHINDRA LIMITED,2024-12-01 00:00:00,2024,12,17,14,21.43,4,2024-Q4,2024-Q4,51,7.84
4W,MARUTI SUZUKI INDIA LTD,2024-12-01 00:00:00,2024,12,110,134,17.91,4,2024-Q4,2024-Q4,274,26.64
4W,MERCEDES-BENZ INDIA PVT LTD,2024-12-01 00:00:00,2024,12,1,1,0,4,2024-Q4,2024-Q4,0,
4W,NISSAN MOTOR INDIA PVT LTD,2024-12-01 00:00:00,2024,12,1,0,,4,2024-Q4,2024-Q4,8,37.5
4W,PCA AUTOMOBILES INDIA PVT LTD,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,0,
4W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2024-12-01 00:00:00,2024,12,0,,,4,2024-Q4,2024-Q4,0,
4W,RENAULT INDIA PVT LTD,2024-12-01 00:00:00,2024,12,2,4,50,4,2024-Q4,2024-Q4,22,40.91
4W,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,2024-12-01 00:00:00,2024,12,4,1,300,4,2024-Q4,2024-Q4,8,62.5
4W,TATA MOTORS LTD,2024-12-01 00:00:00,2024,12,0,,,4,2024-Q4,2024-Q4,1,100
4W,TATA MOTORS PASSENGER VEHICLES LTD,2024-12-01 00:00:00,2024,12,72,70,2.86,4,2024-Q4,2024-Q4,189,20.11
4W,TATA PASSENGER ELECTRIC MOBILITY LTD,2024-12-01 00:00:00,2024,12,3,3,0,4,2024-Q4,2024-Q4,4,25
4W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2024-12-01 00:00:00,2024,12,8,3,166.67,4,2024-Q4,2024-Q4,23,30.43
4W,TVS MOTOR COMPANY LTD,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,0,
4W,VOLVO AUTO INDIA PVT LTD,2024-12-01 00:00:00,2024,12,0,0,,4,2024-Q4,2024-Q4,0,
2W,A-1 SUREJA INDUSTRIES,2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,3,66.67
2W,A.R. MOTOR,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,ABZO MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,4,5,20,1,2025-Q1,2025-Q1,13,46.15
2W,ADISHWAR AUTO RIDE INDIA PVT LTD,2025-01-01 00:00:00,2025,1,18,24,25,1,2025-Q1,2025-Q1,56,35.71
2W,ADRIS ELECTRIC PVT LTD,2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,0,
2W,AFTEK MOTORS INDIA PVT LTD,2025-01-01 00:00:00,2025,1,4,0,,1,2025-Q1,2025-Q1,3,33.33
2W,ALTIUS EV TECH PVT LTD,2025-01-01 00:00:00,2025,1,2,2,0,1,2025-Q1,2025-Q1,3,0
2W,AMO MOBILITY SOLUTIONS PVT LTD,2025-01-01 00:00:00,2025,1,1,17,94.12,1,2025-Q1,2025-Q1,20,50
2W,AMPERE VEHICLES PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,25,178,85.96,1,2025-Q1,2025-Q1,90,18.89
2W,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2025-01-01 00:00:00,2025,1,1,3,66.67,1,2025-Q1,2025-Q1,2,100
2W,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,1,0
2W,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2025-01-01 00:00:00,2025,1,1,13,92.31,1,2025-Q1,2025-Q1,0,
2W,ANVITA AUTO TECH WORKS PVT LTD,2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,0,
2W,ASHNNI MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,4,100
2W,ATHER ENERGY LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,ATUMOBILE PVT LTD,2025-01-01 00:00:00,2025,1,6,4,50,1,2025-Q1,2025-Q1,5,40
2W,AYAAN ELECTRONIC PVT LTD,2025-01-01 00:00:00,2025,1,2,10,80,1,2025-Q1,2025-Q1,1,100
2W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,3,33.33
2W,BAJAJ AUTO LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,BATTRE ELECTRIC MOBLITY PVT LTD,2025-01-01 00:00:00,2025,1,131,287,54.36,1,2025-Q1,2025-Q1,798,45.74
2W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2025-01-01 00:00:00,2025,1,11,68,83.82,1,2025-Q1,2025-Q1,74,43.24
2W,BGAUSS AUTO PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,BMR EV INDUSTRIES PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,BMW INDIA PVT LTD,2025-01-01 00:00:00,2025,1,771,578,33.39,1,2025-Q1,2025-Q1,1916,3.55
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025-01-01 00:00:00,2025,1,72,36,100,1,2025-Q1,2025-Q1,391,47.06
2W,BOUNCE ELECTRIC 1 PVT LTD,2025-01-01 00:00:00,2025,1,560,286,95.8,1,2025-Q1,2025-Q1,858,39.39
2W,BU4 AUTO PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,1,100
2W,CHANDANA CORPORATION,2025-01-01 00:00:00,2025,1,8,20,60,1,2025-Q1,2025-Q1,43,60.47
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025-01-01 00:00:00,2025,1,29,28,3.57,1,2025-Q1,2025-Q1,115,41.74
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025-01-01 00:00:00,2025,1,4,6,33.33,1,2025-Q1,2025-Q1,11,9.09
2W,CLASSIC LEGENDS PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,DAO EVTECH PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,1,15,93.33,1,2025-Q1,2025-Q1,2,0
2W,DUCATI INDIA PVT LTD,2025-01-01 00:00:00,2025,1,46,35,31.43,1,2025-Q1,2025-Q1,80,27.5
2W,DURGA FILTERS PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,4,50
2W,E-SPRINTO GREEN ENERGY PVT LTD,2025-01-01 00:00:00,2025,1,125,12,941.67,1,2025-Q1,2025-Q1,312,77.88
2W,ECO FUEL SYSTEMS (I) PVT LTD,2025-01-01 00:00:00,2025,1,19,29,34.48,1,2025-Q1,2025-Q1,41,21.95
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025-01-01 00:00:00,2025,1,4,0,,1,2025-Q1,2025-Q1,9,11.11
2W,ECOPLANET MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,ELECTRECA VEHICLES,2025-01-01 00:00:00,2025,1,1,8,87.5,1,2025-Q1,2025-Q1,0,
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025-01-01 00:00:00,2025,1,7,2,250,1,2025-Q1,2025-Q1,2,800
2W,ELECTROTHERM (INDIA) LIMITED,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,ELEGO MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,4,0,,1,2025-Q1,2025-Q1,17,64.71
2W,ELTHOR ENERGY PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,9,9,0,1,2025-Q1,2025-Q1,61,50.82
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2025-01-01 00:00:00,2025,1,41,46,10.87,1,2025-Q1,2025-Q1,147,34.69
2W,ESCORTS LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,ESSEL ENERGY INFRA PVT LTD,2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,2,150
2W,EVTRIC MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,6,29,79.31,1,2025-Q1,2025-Q1,9,33.33
2W,EXERVAL PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,1,500
2W,EYAMAUTO MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,FUJIYAMA POWER INFRA PVT. LTD.,2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,4,950
2W,GAURA ELECTRIC VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,92,1,9100,1,2025-Q1,2025-Q1,153,68.63
2W,GODAWARI ELECTRIC MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,33,35,5.71,1,2025-Q1,2025-Q1,361,68.42
2W,GODREJ AND BOYCE MFG CO LTD,2025-01-01 00:00:00,2025,1,1,,,1,2025-Q1,2025-Q1,,
2W,GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,GOREEN E-MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,18,136,86.76,1,2025-Q1,2025-Q1,354,57.63
2W,GREAVES ELECTRIC MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),2025-01-01 00:00:00,2025,1,8,14,42.86,1,2025-Q1,2025-Q1,33,39.39
2W,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,5,60
2W,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),2025-01-01 00:00:00,2025,1,26,22,18.18,1,2025-Q1,2025-Q1,69,4.35
2W,HERO ELECTRIC VEHICLES PVT. LTD,2025-01-01 00:00:00,2025,1,82,419,80.43,1,2025-Q1,2025-Q1,367,44.14
2W,HERO HONDA MOTORS  LTD,2025-01-01 00:00:00,2025,1,0,3,100,1,2025-Q1,2025-Q1,1,0
2W,HERO MOTOCORP LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,HONGKONG WANGYUAN (IMPORTER:INDI ELECTRIC EELS),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,HONGKONG YIXING (IMPORTER: ADMS MARKETING),2025-01-01 00:00:00,2025,1,35,24,45.83,1,2025-Q1,2025-Q1,87,1.15
2W,HOP ELECTRIC MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,10,25,60,1,2025-Q1,2025-Q1,45,53.33
2W,HOUSTAN INNOVATION LLP,2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,0,
2W,HSU DRAGON (IMPORTER: BMR ELECTRIC),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,HSU DRAGON (IMPORTER: BMR EV INDUSTRIES),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,HYUNDAI MOTOR INDIA LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,IDEAL JAWA INDIA PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,2,50
2W,INDIA KAWASAKI MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,410,379,8.18,1,2025-Q1,2025-Q1,837,16.25
2W,INDIA YAMAHA MOTOR PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,IRA EDUTECH PVT LTD,2025-01-01 00:00:00,2025,1,1,3,66.67,1,2025-Q1,2025-Q1,5,20
2W,IVOOMI INNOVATION PVT LTD,2025-01-01 00:00:00,2025,1,60,133,54.89,1,2025-Q1,2025-Q1,290,37.24
2W,IZANAU ELECTRIC LLP,2025-01-01 00:00:00,2025,1,5,2,150,1,2025-Q1,2025-Q1,8,25
2W,JEEVAA E-BIKE MFG PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,1,100
2W,JIANGSU AIMA (IMPORTER: FUTURE EV),2025-01-01 00:00:00,2025,1,4,2,100,1,2025-Q1,2025-Q1,6,33.33
2W,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2025-01-01 00:00:00,2025,1,2,5,60,1,2025-Q1,2025-Q1,2,200
2W,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,0,
2W,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),2025-01-01 00:00:00,2025,1,3,1,200,1,2025-Q1,2025-Q1,1,300
2W,JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,JIANGSU DALONG (IMPORTER: SABOO TOR),2025-01-01 00:00:00,2025,1,4,1,300,1,2025-Q1,2025-Q1,8,12.5
2W,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),2025-01-01 00:00:00,2025,1,0,5,100,1,2025-Q1,2025-Q1,1,100
2W,JIANGSU DALONG JIANHAO (IMPORTER: MK FLYING),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),2025-01-01 00:00:00,2025,1,1,2,50,1,2025-Q1,2025-Q1,6,66.67
2W,JIANGSU JINPENG (IMPORTER:RAFT MOTORS P. LTD),2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,19,100
2W,JIANGSU SUNHOU (IMPORTER: SABOO TOR),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,2,50
2W,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,0,
2W,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),2025-01-01 00:00:00,2025,1,0,6,100,1,2025-Q1,2025-Q1,2,100
2W,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2025-01-01 00:00:00,2025,1,11,19,42.11,1,2025-Q1,2025-Q1,17,5.88
2W,JIANGSU ZHONGXING (IMPORTER:SKANDAA AUTOMOTIVE),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,JITENDRA NEW EV-TECH PVT. LTD,2025-01-01 00:00:00,2025,1,35,133,73.68,1,2025-Q1,2025-Q1,171,35.09
2W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2025-01-01 00:00:00,2025,1,0,10,100,1,2025-Q1,2025-Q1,13,92.31
2W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),2025-01-01 00:00:00,2025,1,8,20,60,1,2025-Q1,2025-Q1,30,43.33
2W,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),2025-01-01 00:00:00,2025,1,6,0,,1,2025-Q1,2025-Q1,28,7.14
2W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),2025-01-01 00:00:00,2025,1,2,1,100,1,2025-Q1,2025-Q1,3,33.33
2W,KABIRA MOBILITY LLP,2025-01-01 00:00:00,2025,1,6,9,33.33,1,2025-Q1,2025-Q1,4,175
2W,KAINING (HONGKONG) (IMPORTER: BEST EV MOBILITY),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,KAINING (HONGKONG) (IMPORTER: BMR EV INDUSTRIES),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),2025-01-01 00:00:00,2025,1,24,0,,1,2025-Q1,2025-Q1,101,33.66
2W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2025-01-01 00:00:00,2025,1,0,2,100,1,2025-Q1,2025-Q1,7,57.14
2W,KAINING (HONGKONG) (IMPORTER: SEEKA E MOTORS),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,1,600
2W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),2025-01-01 00:00:00,2025,1,0,5,100,1,2025-Q1,2025-Q1,4,75
2W,KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,1,100
2W,KIA INDIA PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2025-01-01 00:00:00,2025,1,807,820,1.59,1,2025-Q1,2025-Q1,603,300.83
2W,KLB KOMAKI PVT LTD,2025-01-01 00:00:00,2025,1,271,300,9.67,1,2025-Q1,2025-Q1,897,16.61
2W,KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,KTM MOTORRAD AG,2025-01-01 00:00:00,2025,1,4,0,,1,2025-Q1,2025-Q1,2,350
2W,KYTE ENERGY PVT. LTD.,2025-01-01 00:00:00,2025,1,18,50,64,1,2025-Q1,2025-Q1,92,35.87
2W,LAMBRETTA MOTORCYCLES AND SCOOTERS,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,LECTRIX E VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,250,507,50.69,1,2025-Q1,2025-Q1,2088,45.26
2W,LIMA VEHICLE (IMPORTER: SARAOGI E-VENTURES),2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,0,
2W,LML LIMITED,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,LORDS AUTOMATIVE PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,2,50
2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),2025-01-01 00:00:00,2025,1,12,0,,1,2025-Q1,2025-Q1,15,80
2W,MAC INTERNATIONAL (IMPORTER:HONESTY),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,0,
2W,MAGNIOUS E MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,MAHINDRA TWO WHEELERS LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,MARUTHISAN PVT LTD,2025-01-01 00:00:00,2025,1,11,18,38.89,1,2025-Q1,2025-Q1,39,38.46
2W,MATTER MOTOR WORKS PVT LTD,2025-01-01 00:00:00,2025,1,26,0,,1,2025-Q1,2025-Q1,24,83.33
2W,MECPOWER MOBILITY PVT. LTD.,2025-01-01 00:00:00,2025,1,3,14,78.57,1,2025-Q1,2025-Q1,52,84.62
2W,MERCURY EV TECH LTD,2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,2,0
2W,MEW ELECTRICALS LIMITED,2025-01-01 00:00:00,2025,1,0,3,100,1,2025-Q1,2025-Q1,1,100
2W,MICROAUTOTECH PVT. LTD.,2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,1,1100
2W,MOTOVOLT MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,25,0,,1,2025-Q1,2025-Q1,148,39.86
2W,NDS ECO MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,5,40
2W,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2025-01-01 00:00:00,2025,1,3,13,76.92,1,2025-Q1,2025-Q1,29,37.93
2W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,11,100
2W,NISIKI TECHNOLOGIES PVT LTD,2025-01-01 00:00:00,2025,1,2,2,0,1,2025-Q1,2025-Q1,1,100
2W,NUMEROS MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,3,18,83.33,1,2025-Q1,2025-Q1,121,79.34
2W,OBEN ELECTRIC VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,186,0,,1,2025-Q1,2025-Q1,251,155.78
2W,ODYSSE ELECTRIC VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,178,12,1383.33,1,2025-Q1,2025-Q1,712,2.67
2W,OKAYA EV PVT LTD,2025-01-01 00:00:00,2025,1,193,581,66.78,1,2025-Q1,2025-Q1,1026,42.88
2W,OKINAWA AUTOTECH PVT LTD,2025-01-01 00:00:00,2025,1,255,683,62.66,1,2025-Q1,2025-Q1,651,9.98
2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,OMJAY EV LIMITED,2025-01-01 00:00:00,2025,1,0,2,100,1,2025-Q1,2025-Q1,0,
2W,OTHERS,2025-01-01 00:00:00,2025,1,1,39,97.44,1,2025-Q1,2025-Q1,32,65.62
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2025-01-01 00:00:00,2025,1,19,15,26.67,1,2025-Q1,2025-Q1,30,23.33
2W,PIAGGIO VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,POLARIS INDIA PVT LTD,2025-01-01 00:00:00,2025,1,0,4,100,1,2025-Q1,2025-Q1,6,83.33
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2025-01-01 00:00:00,2025,1,4,8,50,1,2025-Q1,2025-Q1,7,71.43
2W,PORWAL ELECTRIC,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,PUR ENERGY PVT LTD,2025-01-01 00:00:00,2025,1,0,620,100,1,2025-Q1,2025-Q1,767,100
2W,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),2025-01-01 00:00:00,2025,1,63,51,23.53,1,2025-Q1,2025-Q1,173,5.2
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2025-01-01 00:00:00,2025,1,0,3,100,1,2025-Q1,2025-Q1,4,0
2W,QUANTUM ENERGY LTD.,2025-01-01 00:00:00,2025,1,332,383,13.32,1,2025-Q1,2025-Q1,1450,43.03
2W,RAPTEE ENERGY PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,REGENERATION E BIKES,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,REVOLT INTELLICORP PVT LTD,2025-01-01 00:00:00,2025,1,0,533,100,1,2025-Q1,2025-Q1,1952,61.01
2W,RGM BUSINESS PLUS PVT LTD,2025-01-01 00:00:00,2025,1,8,35,77.14,1,2025-Q1,2025-Q1,29,3.45
2W,RIVER MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,611,43,1320.93,1,2025-Q1,2025-Q1,805,151.68
2W,ROWWET MOBILITY PVT LTD,2025-01-01 00:00:00,2025,1,1,21,95.24,1,2025-Q1,2025-Q1,49,95.92
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,0,3,100,1,2025-Q1,2025-Q1,0,
2W,SBTEK E MOTO PVT LTD,2025-01-01 00:00:00,2025,1,1,2,50,1,2025-Q1,2025-Q1,3,0
2W,SEEKA E MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,0,2,100,1,2025-Q1,2025-Q1,1,0
2W,SHEMA E- VEHCILE & SOLAR PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,SIMPLEENERGY PVT LTD,2025-01-01 00:00:00,2025,1,291,35,731.43,1,2025-Q1,2025-Q1,718,25.63
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2025-01-01 00:00:00,2025,1,1,1,0,1,2025-Q1,2025-Q1,4,50
2W,SMARDA INDUSTRY (IMPORTER: RHYNO),2025-01-01 00:00:00,2025,1,2,0,,1,2025-Q1,2025-Q1,4,25
2W,SOKUDO ELECTRIC INDIA PVT LTD,2025-01-01 00:00:00,2025,1,48,22,118.18,1,2025-Q1,2025-Q1,87,28.74
2W,SRIVARU MOTORS PVT LTD,2025-01-01 00:00:00,2025,1,1,0,,1,2025-Q1,2025-Q1,3,0
2W,SRIVIJAY E-VEHICLES PVT LTD,2025-01-01 00:00:00,2025,1,0,,,1,2025-Q1,2025-Q1,,
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2025-01-01 00:00:00,2025,1,0,1,100,1,2025-Q1,2025-Q1,0,
2W,SUPERECO AUTOMOTIVE CO,2025-01-01 00:00:00,2025,1,0,4,100,1,2025-Q1,2025-Q1,4,50
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2025-01-01 00:00:00,2025,1,0,0,,1,2025-Q1,2025-Q1,0,
2W,THUKRAL ELECTRIC BIKES PVT LTD,2025-01-01 00:00:00,2025,1,2,3,33.33,1,2025-Q1,2025-Q1,1,200
